file_id,activity,path,mean_entropy,mean_power,variance,stddev,max_vel,amp_density,kurtosis,zernike_moment,periodicity,mean_torso_power,pos_neg_ratio,doppler_offset,main_lobe_width,auto_correlation,envelope_width,limb_asymmetry,limb_power,limb_smoothness,clean_kurtosis,motion_duration,doppler_peak_velocity,doppler_symmetry_index,cepstral_entropy,range_bin_span,doppler_bandwidth,skew_val,contrast,dissimilarity,homogeneity,energy,correlation,ASM
1P39A01R03,walking,..\datasets\1 December 2017 Dataset\1P39A01R03.dat,9.188410372416273,34366708.04094148,1.4523546481202458e+17,381097710.32115185,0.8728448275862069,0.001102191641182467,337.18002567063314,0.11526820039763182,0.9953065322557345,73639875.29197414,1.5291852319504535,0.19392471848339654,0.19396551724137934,0.9953065322557345,25.829741379310345,25.829741379310345,20148558188651.703,0.0,449.4984770439095,2.83,0.8728448275862069,0.20923150478083288,0.9587848868306827,6.0,0.7564490418703074,4.833999737901071,11.16473866141577,0.2850846763214024,0.9786702204017153,0.9673611496457808,0.9058725106853832,0.9357888618981643
1P40A01R01,walking,..\datasets\1 December 2017 Dataset\1P40A01R01.dat,9.297912754207376,20002783.68968277,4.844301094925288e+16,220097730.45002732,-0.5495689655172413,0.0007785423037716616,392.91327084447425,0.09476695251029094,0.9964310974679,83422627.30064124,0.4457640357910305,-0.2100716322323955,0.16163793103448276,0.9964310974679,25.829741379310345,25.829741379310345,7616865344708.794,0.0,601.8355747651067,2.17,-0.5818965517241379,-0.38335160544073604,1.043495009766756,5.0,0.7063252745403654,5.899134838862918,9.01194478266355,0.2574796513024861,0.9764161005803531,0.9586324411633178,0.9072494017912514,0.918977964836714
1P40A01R02,walking,..\datasets\1 December 2017 Dataset\1P40A01R02.dat,9.490801409040214,18958387.776317913,3.93660518490307e+16,198408799.8276052,-0.3879310344827586,0.000609072375127421,471.50210076233907,0.09095688233762646,0.9972456516863614,93775988.64503792,0.5261218423687465,-0.13672293091244622,0.4849137931034483,0.9972456516863614,25.829741379310345,25.829741379310345,7841374530420.026,0.0,634.4783909148498,1.53,-0.6142241379310345,-0.3105113526818615,1.0094869019465147,5.0,0.7392093290350292,4.355901818629816,7.122009496173813,0.23570001007841243,0.9733672523700326,0.9521569799996117,0.9082656631528552,0.9066047527612167
1P40A01R03,walking,..\datasets\1 December 2017 Dataset\1P40A01R03.dat,9.470638653039485,18075774.914130908,3.716554539691065e+16,192783675.1307295,-0.6788793103448276,0.0004268603465851172,512.366878638436,0.12542610053486822,0.9962437129887681,83477219.86691508,0.5774267269300154,-0.13633950480799076,0.32327586206896547,0.9962437129887681,25.829741379310345,25.829741379310345,7533330784331.573,0.0,541.413502806764,1.33,-0.646551724137931,-0.26788773504072416,1.008257398882653,5.0,0.7340896675179429,4.6087552846134034,5.925240770355341,0.2120361781965336,0.9743541435007765,0.9544779135461592,0.908380083540829,0.9110297492530501
1P41A01R01,walking,..\datasets\1 December 2017 Dataset\1P41A01R01.dat,9.42238700068345,21751088.872766934,4.816575452185635e+16,219466978.2036841,1.0668103448275863,0.0008053007135575943,326.61830136340876,0.11512841181209296,0.9969399172036623,95197347.48772186,0.6877682941957516,-0.07084913292250988,0.38793103448275856,0.9969399172036623,25.829741379310345,25.829741379310345,9988853824879.041,0.0,539.9073978620182,2.25,-0.6142241379310345,-0.18499678355021582,1.0372612786635722,5.0,0.7420340139556599,4.224195681864558,9.720113432608558,0.28929217314167355,0.974212082441922,0.9578742061121764,0.9111759363837337,0.9175245052729835
1P41A01R02,walking,..\datasets\1 December 2017 Dataset\1P41A01R02.dat,9.437610289907434,17471508.167524226,3.1704223773904104e+16,178056799.29141742,-0.5818965517241379,0.0005874108053007136,361.80589877539165,0.10575442021229199,0.9966614271837189,83316057.96315944,0.5259732456640075,-0.2324277527091316,0.355603448275862,0.9966614271837189,25.829741379310345,25.829741379310345,8075007365423.05,0.0,548.076439997921,2.02,-0.6142241379310345,-0.310638968070326,1.0575498695576095,5.0,0.6697137167819902,4.728207969101838,7.481756471392075,0.2528411487862937,0.974629446872637,0.9577493894325694,0.9111331337264938,0.9172853562045771
1P41A01R03,walking,..\datasets\1 December 2017 Dataset\1P41A01R03.dat,9.299204105626021,23573396.74631763,6.747486623761738e+16,259759246.6835731,-0.7112068965517241,0.00045998980632008156,493.3372620751738,0.12476274766272358,0.9978600246836324,62179435.12062548,0.6625830252070539,-0.14211679564148338,0.3232758620689655,0.9978600246836324,25.829741379310345,25.829741379310345,12011004862010.523,0.0,836.709063536009,1.42,-0.7112068965517241,-0.2029474436327325,1.0304560402210758,5.0,0.687732636668523,4.851566347901934,6.360816373134073,0.2139218030219978,0.9780396506015427,0.96468911611216,0.9079236615674322,0.930626452666495
1P42A01R01,walking,..\datasets\1 December 2017 Dataset\1P42A01R01.dat,9.351591640345735,27541342.259818718,8.588828704025906e+16,293067035.0623882,0.9698275862068966,0.001086901121304791,357.5314612364192,0.12922386585835507,0.9981058631812492,128671383.19921198,1.4402094469315465,0.17314573952387305,1.6810344827586206,0.9981058631812492,25.829741379310345,25.829741379310345,14388779616489.186,0.0,558.4372067882219,2.79,0.8081896551724138,0.1803982225726938,0.9922003208733718,5.0,0.6825212474869546,4.330036170272071,10.84054286261761,0.2904683802710495,0.9747153211906018,0.9585774180227564,0.9059474276487639,0.9188720835607325
1P42A01R02,walking,..\datasets\1 December 2017 Dataset\1P42A01R02.dat,9.296339477424135,19878923.38738244,5.0114955374489e+16,223863698.20604903,0.7435344827586207,0.0006664118246687054,457.35478462921384,0.13061752259999085,0.9962384685060636,75350882.3915809,1.1318502426162553,0.1030044653367321,1.3900862068965516,0.9962384685060636,25.829741379310345,25.829741379310345,10479578553288.926,0.0,723.0404333870832,1.87,0.8081896551724138,0.061847797739510005,1.0035822635944378,5.0,0.7063121163922668,3.983363946634118,7.545020497878353,0.2283721771028952,0.9770522108843381,0.9598093396524516,0.9066266101371816,0.9212354954602071
1P42A01R03,walking,..\datasets\1 December 2017 Dataset\1P42A01R03.dat,9.266001820855397,29753723.327295903,1.059451172949211e+17,325492115.5649106,0.8728448275862069,0.0011875637104994904,318.672373311162,0.10859445352039548,0.9969621474989965,103179356.97645281,0.6489051471717939,-0.09493362906785388,1.7456896551724137,0.9969621474989965,25.829741379310345,25.829741379310345,14403123502278.39,0.0,553.526806037887,2.9,-0.7435344827586207,-0.2129260457646123,0.9601058232164926,6.0,0.7369558261749488,4.391209192769751,11.230233356415846,0.29005423055978014,0.9760700550664323,0.9593036644609774,0.9049349976384631,0.920265250067761
1P43A01R01,walking,..\datasets\1 December 2017 Dataset\1P43A01R01.dat,9.198216415900102,22553589.29134065,6.528757085821222e+16,255514326.13106495,0.5818965517241379,0.0011557084607543323,345.9945195547805,0.07598574277382839,0.9968028078683191,32733428.628596216,0.7223650621429395,-0.11741708368621638,1.4547413793103448,0.9968028078683191,25.829741379310345,25.829741379310345,9478342460287.637,0.0,753.9302735678787,2.88,-0.7112068965517241,-0.1611940139517411,0.9949139162990532,5.0,0.69985889134034,5.272651956360472,11.082779564717757,0.2778175048549778,0.9774416012903258,0.9609824141978531,0.9053822180756947,0.9234889485430128
1P43A01R02,walking,..\datasets\1 December 2017 Dataset\1P43A01R02.dat,9.121638059607175,22795990.758526836,7.1557626668899976e+16,267502573.20052078,0.8081896551724138,0.001158256880733945,380.7932884468271,0.18540273675164298,0.9977494486562835,50961099.24110917,1.0172723038487606,0.022002144304073747,1.519396551724138,0.9977494486562835,25.829741379310345,25.829741379310345,9515551798254.238,0.0,719.8892072349971,2.74,0.7112068965517241,0.008562207400461735,1.00447643692994,6.0,0.6679299469773984,4.947816911494442,10.746666186716652,0.2649894053487308,0.9793090487728113,0.965893814976174,0.9057155096613227,0.9329521291020457
1P43A01R03,walking,..\datasets\1 December 2017 Dataset\1P43A01R03.dat,9.141978484761461,22215141.878991228,6.997347195245687e+16,264524993.05823046,0.646551724137931,0.0010639653414882774,441.71927102401463,0.2597389692128759,0.9975036766420909,60056597.96458388,1.6506020534514665,0.08287025259854265,0.2586206896551724,0.9975036766420909,25.829741379310345,25.829741379310345,11353447090271.48,0.0,693.4091071209871,2.16,0.4525862068965517,0.2454544440589599,1.0757099052365433,6.0,0.6130988757901041,5.037971007169108,10.326233325347692,0.25324349252145784,0.9786150234570479,0.9642645240730638,0.9039143152294293,0.9298075374739292
1P44A01R01,walking,..\datasets\1 December 2017 Dataset\1P44A01R01.dat,9.129417240966434,19386262.82914643,5.327299794447723e+16,230809440.76115525,0.8081896551724138,0.0006867991845056065,450.3693070940776,0.09251477185108357,0.9965011352352124,76313891.68529366,1.399794451123693,0.2063004053457594,0.2262931034482759,0.9965011352352124,25.829741379310345,25.829741379310345,11432324693914.617,0.0,597.0707907373803,2.05,0.9051724137931034,0.16659528941592935,1.037179967003618,5.0,0.7842631089516844,4.470250842138729,8.002241681646058,0.22816213568730015,0.9796968728801188,0.9671306682502079,0.9049143105204014,0.9353431045443223
1P44A01R02,walking,..\datasets\1 December 2017 Dataset\1P44A01R02.dat,9.132406895357864,15331650.830877839,3.797681177029503e+16,194876401.2657639,0.8728448275862069,0.00037079510703363916,764.8407587353852,0.11988470193407329,0.9961915442936053,25865606.57306352,2.187233349821892,0.3277983763175235,0.2262931034482759,0.9961915442936053,25.829741379310345,25.829741379310345,10728044502693.127,0.0,839.7734074078235,0.8200000000000001,0.8081896551724138,0.3724965258311686,1.055673780077852,5.0,0.8262497407350825,6.278011414679052,4.614006913151872,0.16010503855892083,0.9814118930807794,0.9682339078752018,0.9062279006313232,0.9374783314263535
1P44A01R03,walking,..\datasets\1 December 2017 Dataset\1P44A01R03.dat,9.211502776110246,21318947.50653005,6.2499707361869656e+16,249999414.7230542,0.8728448275862069,0.0006103465851172273,527.3209313534045,0.09302928825470598,0.9978478622260913,42843196.35968894,0.939051018337058,-0.04414342047320894,1.9073275862068966,0.9978478622260913,25.829741379310345,25.829741379310345,13900024035356.91,0.0,630.7694560443422,1.6600000000000001,0.8728448275862069,-0.03143237650096091,0.9258458268743452,5.0,0.9112279446853628,5.179341757509002,7.29917462863102,0.21856042481674454,0.978742185317147,0.9652133502506784,0.9061743517489855,0.9316381700754403
1P45A01R01,walking,..\datasets\1 December 2017 Dataset\1P45A01R01.dat,9.392590233504166,24077399.365491416,6.276194848219077e+16,250523349.1756622,-0.4202586206896552,0.001278032619775739,319.11066715327735,0.12417396180765904,0.9966060496422373,79829509.11539531,1.3331505501196943,0.12431920906800552,0.2262931034482759,0.9966060496422373,25.829741379310345,25.829741379310345,13938208402445.283,0.0,412.1424433507227,2.68,0.8728448275862069,0.14278999274290458,0.9166296376100533,5.0,0.7662974581413985,4.038300128556432,12.952483170678509,0.32815888131259174,0.9726372422761353,0.9530677217669559,0.9055679785165842,0.9083401513504745
1P45A01R02,walking,..\datasets\1 December 2017 Dataset\1P45A01R02.dat,9.379937276922574,20471716.562442064,4.812615467091458e+16,219376741.40827823,0.9698275862068966,0.0007861875637104995,403.5029521804099,0.10429207668758074,0.9970091509931743,28018780.785493884,1.4087319360438753,0.18928523464507194,1.9396551724137931,0.9970091509931743,25.829741379310345,25.829741379310345,12490810810653.48,0.0,493.8486894415066,2.1,1.0021551724137931,0.16968759783007656,0.8736244329725829,5.0,0.9093939232508306,4.897139049469754,9.179580253947224,0.2681941433779241,0.9746705607873978,0.9565652405807323,0.9058536576253962,0.9150190828641611
1P45A01R03,walking,..\datasets\1 December 2017 Dataset\1P45A01R03.dat,9.344351132912054,25647298.723812252,7.71325791290072e+16,277727526.7758081,1.0668103448275863,0.0009148827726809378,379.0968720737122,0.08961886263151801,0.9978344605547363,23855412.270680543,1.579081274635602,0.22165403498992875,0.2586206896551724,0.9978344605547363,25.829741379310345,25.829741379310345,16418958283373.785,0.0,468.1145785005041,2.5100000000000002,1.0668103448275863,0.22453006050281243,0.8222923542654832,5.0,0.954868854083581,4.665790247078381,9.863346814954712,0.2754774678208513,0.9750752915682607,0.9575544052924267,0.905709997316051,0.9169124132630438
1P46A01R01,walking,..\datasets\1 December 2017 Dataset\1P46A01R01.dat,9.04324764869881,19125599.454994574,5.769407628721215e+16,240195912.30329493,1.1961206896551724,0.0007645259938837921,454.15455787547,0.11784725397098422,0.9942534677335789,24087941.69936116,1.6069807661558944,0.341639774973172,0.2586206896551724,0.9942534677335789,25.829741379310345,25.829741379310345,12190083220735.174,0.0,555.9619631117786,1.96,1.1314655172413792,0.23282901586225116,0.8975208844040581,6.0,1.0018779367700688,5.751080941834799,7.822179207741804,0.2124513956924413,0.9811184001912981,0.9670186550850444,0.907151440748252,0.9351266418291615
1P46A01R02,walking,..\datasets\1 December 2017 Dataset\1P46A01R02.dat,8.970292064136467,17716131.86165661,5.581774167700989e+16,236257786.48969412,0.9375,0.0008027522935779817,580.1612321857107,0.1039327853248845,0.9960710929238779,36444246.59714319,3.1050910875757802,0.5449631298796468,0.2586206896551725,0.9960710929238779,25.829741379310345,25.829741379310345,11004185445480.658,0.0,729.0500650066036,1.6300000000000001,0.9051724137931034,0.5128000920483643,1.0021437096344266,5.0,0.7029754844336323,6.706171151364127,8.169967106301202,0.20299880061700015,0.981986229091114,0.9684653837542191,0.9054463535977092,0.9379265196753022
1P46A01R03,walking,..\datasets\1 December 2017 Dataset\1P46A01R03.dat,9.159752267769026,22566822.93699801,6.862236880533274e+16,261958715.84150952,1.0344827586206897,0.0009059633027522936,410.54539561504623,0.09230852815270361,0.9979800068172743,37090715.103132695,1.644128728252831,0.30296882941329883,0.16163793103448287,0.9979800068172743,25.829741379310345,25.829741379310345,13859456326755.338,0.0,524.824963567953,1.97,1.0021551724137931,0.24360717440502735,0.9603530905244526,6.0,0.8662209803011595,5.846921455662884,9.748875424879234,0.25416946286013553,0.9792437312852924,0.9659558858424151,0.9055352547221303,0.9330721815695631
1P47A01R01,walking,..\datasets\1 December 2017 Dataset\1P47A01R01.dat,9.165617627045757,27148573.20657553,1.0712505639544107e+17,327299643.13369036,1.1961206896551724,0.0012359836901121304,419.6056873165956,0.09874506485048991,0.9980583669876508,102370238.17361921,2.3264217240643603,0.3113084150023948,0.32327586206896564,0.9980583669876508,25.829741379310345,25.829741379310345,18144205366946.902,0.0,476.29422677411407,2.44,0.8405172413793104,0.39875332537321295,0.8809777197088375,5.0,0.7909362225545652,4.96370345331129,11.172391675116607,0.26200060338137876,0.9772258288674291,0.9580595080291874,0.9058368567663122,0.9178799533830438
1P47A01R02,walking,..\datasets\1 December 2017 Dataset\1P47A01R02.dat,9.033258046112993,23737688.482679695,9.937674334673227e+16,315240770.43861616,1.0021551724137931,0.001098369011213048,531.7039565696236,0.08326521254185998,0.998479613414216,55394859.349367276,4.532061913822343,0.5769470538338819,0.2262931034482759,0.998479613414216,25.829741379310345,25.829741379310345,16210565277553.488,0.0,573.767215275912,2.0,0.9375,0.638471146716051,0.8775759633320341,5.0,0.6809471247754603,7.0318112778384165,9.47608993648048,0.21875398645590893,0.9796332352101212,0.9612934204750119,0.9056050308828253,0.9240871452040289
1P47A01R03,walking,..\datasets\1 December 2017 Dataset\1P47A01R03.dat,8.967610894563933,19027836.355066445,7.252959197748435e+16,269313185.67326844,0.8081896551724138,0.000891946992864424,654.6817731900016,0.08062404055116763,0.9985141216041343,62022762.88719263,7.487182876248759,0.6403291315974912,0.2262931034482759,0.9985141216041343,25.829741379310345,25.829741379310345,13727287630003.902,0.0,663.6936859812457,1.72,0.8728448275862069,0.7643505472708776,0.8706595613257557,5.0,0.5759348368810523,6.482154493161416,8.090650442170622,0.19006366044400452,0.981006295640978,0.9607515086545466,0.9057777428392433,0.9230459509916227
1P50A01R01,walking,..\datasets\1 December 2017 Dataset\1P50A01R01.dat,9.338413150648789,20679387.992647886,5.4231312348121464e+16,232876173.85237473,0.7435344827586207,0.0007836391437308868,479.5659618968089,0.08374646045918704,0.9965362197655322,77491861.78350851,2.1595214336193678,0.4078515073214266,0.3232758620689654,0.9965362197655322,25.829741379310345,25.829741379310345,12911702327110.934,0.0,587.1597637500536,1.85,1.0344827586206897,0.36699274177453123,0.9219843154118977,6.0,0.7719193367433322,4.840375481532541,8.526487971402684,0.24572960366921906,0.975051188215762,0.9567120911895486,0.9072656693827785,0.9152997678377333
1P50A01R02,walking,..\datasets\1 December 2017 Dataset\1P50A01R02.dat,9.206419428775614,19930875.226103768,5.504458356773325e+16,234615821.2221274,0.9051724137931034,0.0006829765545361875,498.7310165825688,0.0979892561174817,0.9950892620174787,102011066.72998624,1.6093003420516194,0.20400810041890513,0.2586206896551724,0.9950892620174787,25.829741379310345,25.829741379310345,12262430683922.414,0.0,619.458726656191,1.52,0.8405172413793104,0.23351100378599726,0.9498107470269628,5.0,0.747584804031001,4.776384173754554,7.245644731276686,0.21745895767862014,0.9785934005540295,0.9626120216062952,0.9063921325749043,0.92662338995271
1P50A01R03,walking,..\datasets\1 December 2017 Dataset\1P50A01R03.dat,9.247369026105202,24350856.569603488,7.766427344913134e+16,278683105.78348905,0.9698275862068966,0.000832059123343527,450.1478926085557,0.13118293136106748,0.9961508641054688,73957802.98941278,1.4834788892398194,0.30480999282270266,0.16163793103448287,0.9961508641054688,25.829741379310345,25.829741379310345,14076199117068.775,0.0,622.9374037863995,2.04,1.0021551724137931,0.19467807491120243,0.9235535050675523,5.0,0.8066880025635341,4.814172043843519,8.761518725802661,0.24398291564820357,0.9771593114335473,0.9617327759650502,0.9067890843333506,0.9249315319626654
1P51A01R01,walking,..\datasets\1 December 2017 Dataset\1P51A01R01.dat,9.303614014754091,30258330.63818133,1.0580118953789803e+17,325270947.88483346,0.8405172413793104,0.0009518348623853211,363.95563170459076,0.1371198354646032,0.99645339066416,115844892.21668458,1.2809375204991966,0.11876251370510961,0.2262931034482759,0.99645339066416,25.829741379310345,25.829741379310345,17835434455110.977,0.0,490.09637102709866,2.84,0.8405172413793104,0.12316756507986795,0.9507653817960057,5.0,0.7129219366757984,4.384620849804918,10.171623876552044,0.2788502943358745,0.9762850498872244,0.9612036158294154,0.9059864650590044,0.9239138205155223
1P51A01R02,walking,..\datasets\1 December 2017 Dataset\1P51A01R02.dat,9.286210867853852,30836385.689329162,1.0989747944563352e+17,331507887.4561411,0.7435344827586207,0.0012168705402650357,323.0151396133264,0.10909766309266387,0.9965984758023401,78899915.95539518,2.053091276132859,0.2657033690165775,0.2586206896551725,0.9965984758023401,25.829741379310345,25.829741379310345,19097193684068.887,0.0,407.81299359298225,3.23,0.8081896551724138,0.3449262340648845,0.9342036729052818,5.0,0.7394160113059881,5.318794153188278,11.898087709906193,0.30376180204650427,0.9759388632139687,0.96112423227549,0.9060453708280647,0.9237612636069628
1P51A01R03,walking,..\datasets\1 December 2017 Dataset\1P51A01R03.dat,9.26119544988645,26375147.817554377,8.314032490658954e+16,288340640.4005331,-1.0668103448275863,0.0010180937818552497,354.620829648058,0.11636576623707853,0.9943687411849387,111655469.16140719,1.0695501881049334,0.01478784169358091,2.0689655172413794,0.9943687411849387,25.829741379310345,25.829741379310345,16769650222712.473,0.0,434.97326355830444,2.68,0.9051724137931034,0.03360642737957474,0.976745835037676,6.0,0.7711273824260433,3.4807871690195973,10.591701538407815,0.28102245027751466,0.9770797578710269,0.9624511275859176,0.90790090861805,0.9263134178166494
1P52A01R01,walking,..\datasets\1 December 2017 Dataset\1P52A01R01.dat,8.891977800603764,11255917.018552162,2.4914616172760144e+16,157843644.70183823,-0.6788793103448276,0.0004230377166156983,777.0723127895418,0.10734659531470918,0.9956873119234783,38846408.20242763,0.43221730139418457,-0.23692497505891585,0.19396551724137934,0.9956873119234783,25.829741379310345,25.829741379310345,5128003138134.596,0.0,1051.6499123009194,0.87,-0.7112068965517241,-0.3964361399999224,1.1507307479929514,5.0,0.64444267200469,6.526529632986729,4.790864651691319,0.1497893766457381,0.984449962831158,0.9741874035240123,0.9043895633845535,0.949042249568804
1P52A01R02,walking,..\datasets\1 December 2017 Dataset\1P52A01R02.dat,8.904760422206827,14114249.560950004,3.617337262240781e+16,190192987.83711192,-0.6788793103448276,0.00044087665647298674,658.2522135947027,0.10486716827371355,0.9978405706191683,46800810.30961802,0.1655381710373838,-0.46171253285182307,0.2262931034482759,0.9978405706191683,25.829741379310345,25.829741379310345,4902416813725.88,0.0,1906.6053229061679,1.33,-0.7112068965517241,-0.7159455174427328,1.1018205482548773,5.0,0.5654143190625635,5.839867178389776,5.829760895327014,0.17119262571635585,0.9840723441479349,0.973702306900565,0.9039801726438863,0.9480973490091341
